arm,candidate_index,candidate_id,state_sha256,phase,root_cell,root_x_m,root_y_m,root_z_m,root_vx_mps,root_vy_mps,root_vz_mps,roll_deg,pitch_deg,yaw_deg,root_wx_degps,root_wy_degps,root_wz_degps,steering_deg,hip_deg,knee_deg,steering_rate_degps,hip_rate_degps,knee_rate_degps,rearwheel_tangent_mps,frontwheel_tangent_mps,label,novel_positive
late_checkpoint_128000,57,pi7_causal_upstream_000057,e63f7381bcde151a26cfa242c860bfa677f4b03e165fa94875de84e3d7292c09,upstream,ddd3c709a63019e98f941dad97ca174dd52378222a600f703f20253c9870d08c,3.0115966796875,0.004998643882572651,0.3802422881126404,2.2448196411132812,0.12359911948442459,3.0777251720428467,-2.99581857632505,28.021888673785163,-2.780439084668398,-3.398939266628591,-383.7301908928013,-13.965488012891848,37.5849976251115,-63.351438891593965,68.27290437728998,-129.04007289451792,-88.14871388089206,977.6188548483185,-0.3609912729263306,0.09331570386886598,1,True
late_checkpoint_128000,58,pi7_causal_upstream_000058,ef3dc75bfe42c5bf7dfd60a30f58ff3faa9567438f002095da648f79cdfc57c8,upstream,dfd5c317edc2a7cd70d5d462f312db29514e7837570b7f4f726e6b98b5c46652,3.0527169704437256,0.00721906078979373,0.4325556755065918,1.8664681911468506,0.09963253885507584,2.161048412322998,-3.091307606796959,23.700309813848172,-2.7735444014400983,-6.580761333694463,-27.516907760182722,-6.356452798709367,40.11674384476013,-64.57605082864224,78.87013411986152,-72.08810461368653,-84.8154313017641,129.788688948308,-0.7962066745758057,-0.2628339195251465,1,True
late_checkpoint_128000,59,pi7_causal_upstream_000059,521eb5bed3eab3306d809d1b05be73c64164c36af3eafc5241f001df7a8d23b6,upstream,9d20bf362955f6cabee0bb675b8af4ff3579a85d7c83ad06ddaa10198a236783,3.0879456996917725,0.008897136896848679,0.46587181091308594,1.7045663595199585,0.08143948018550873,1.4726604223251343,-3.2732238085798024,23.884003077191952,-2.897908668730274,-6.603544283444688,72.01250124976366,-4.11819041618608,39.04118371087446,-64.35674711477147,76.15508611345726,-2.2434603699250784,-5.5498172761277935,-248.7750512336473,-0.91781720161438,-0.3554765939712525,1,True
late_checkpoint_128000,60,pi7_causal_upstream_000060,df836d645143570b9d62fde72bb2a9d2ad3caddd1f82b07194b48a2af229604a,upstream,458ad2f29a0e579b9328bc50e6e31a369f4878a35ee562e043958af1b9c105ea,3.154728651046753,0.01079257670789957,0.48998787999153137,1.6312012672424316,0.05240330472588539,0.4645152688026428,-3.4215709676705672,16.358968947510036,-2.749328187095139,-4.508419614036418,-151.49970198000082,-7.386629313768057,37.54369888629502,-46.127938691774986,56.138540562007066,5.564438149819852,453.3533143859761,-586.3154594868338,-0.6447524738311768,-0.1343194127082825,1,True
late_checkpoint_128000,61,pi7_causal_upstream_000061,4b616bbe443ece871079150807daadfaca855e395dc9ec2a99fd25f5da231f59,upstream,7f8b1473edf330b55885195ad09c1916a8e45045945eaf9a467180c41a85e121,3.186732530593872,0.011781825684010983,0.4957720935344696,1.609312891960144,0.06463735550642014,0.4544071555137634,-3.4902767058337436,12.759255770249824,-2.684757962313665,-4.230203384140173,-120.51446684796792,-7.448547539915162,36.9212774076101,-35.077884482704526,41.83667768532313,5.152193971614093,436.9257805263683,-635.1727861671754,-0.682596664428711,-0.16075010776519777,1,True
late_checkpoint_128000,62,pi7_causal_upstream_000062,eacd706bfabec4d3f5fc66908f427a502648bb3cc7134bf4d969f8605d3a94a0,upstream,97c3c56182603e9627594a28732d0aaac2da2ecc0c66ef502e2407497e3bb559,3.252871513366699,0.01470662746578455,0.511879026889801,1.7522865533828735,0.09357518702745438,0.589480459690094,-3.643112079747599,4.859326930943288,-2.6398338488223057,-4.564299099183585,-166.27535458884103,-13.215137944826234,38.08763124613274,-14.225303286277256,17.04552937571054,-40.07149725660338,331.64620088627555,-319.17047787665376,-0.6267633438110353,-0.12728714227676394,1,True
late_checkpoint_128000,63,pi7_causal_upstream_000063,4ee2c4224c727b2154465b3eca430044c5b76af482e40fddadf182155ef7a384,upstream,35285be061c6bdd7da17b9095bb7b761a817e20dc9e4cb64672dd48ae1eaa496,3.28902006149292,0.016574256122112274,0.5221289992332458,1.8361889123916626,0.10028156638145447,0.5482436418533325,-3.7455030505724034,0.2670203118226478,-2.687560272167011,-5.737595398110723,-190.01269350197984,-17.006740731414038,39.17887007925817,-6.649371864567711,11.848230115478154,-42.727283126674024,268.78575697335714,-134.45734181206515,-0.5977684211730958,-0.11793057799339296,1,True
late_checkpoint_128000,64,pi7_causal_upstream_000064,4584c6b8d4da798e04da84fed8be4f390751819fd62fab6a40d8ded60dae20e4,upstream,e2a91d59333f221172ccd3931022ac80e07554a9d5ad5592eabc3734aa20389f,3.3275723457336426,0.018613845109939575,0.5330698490142822,1.9260141849517822,0.1016848087310791,0.4573632776737213,-3.8709736852732037,-3.94098721759136,-2.810678635977139,-7.1814188414759625,-240.41804157656992,-21.426165114999307,39.24557029159793,-3.0611405218379746,13.697174276631653,-9.682788648564603,244.27720774065384,40.03330283876467,-0.5361919116973878,-0.06987392067909241,1,True
late_checkpoint_128000,65,pi7_causal_upstream_000065,6afd53cd863a47b4bb32723c19b98e6efc125efb5feb827692fb5178c2412a3b,upstream,6a83eab987a74bb6b7e9f48fe13559bc6edd04c1ed1d8864f8b5f2a5949c8b4e,3.4059252738952637,0.023305945098400116,0.5552653670310974,2.007111072540283,0.13057388365268707,0.6383534669876099,-4.127047643331224,-8.526061307627778,-3.266361423524836,-7.837010280091405,-73.10908129082003,-17.496221115641127,40.13563956309897,-4.904580831180913,25.93057412733246,-99.13754568933712,-203.98048499616928,521.9334953136466,-0.7406233596801759,-0.20937772274017336,1,True
late_checkpoint_128000,66,pi7_causal_upstream_000066,b697b65e586bae14f6e39302f6af3789ac980b3602fdd40aa6c83a121e7d6259,upstream,42636c8b90cee36618fd08ab3ec87f47600aa6d13d261444ab967ff2033f9e0a,3.4462780952453613,0.0261240191757679,0.5696104764938354,1.9934765100479126,0.1487985998392105,0.7225437760353088,-4.240887332328654,-9.293745416907043,-3.533078513308632,-7.746925207580815,-11.778893450118769,-14.77026017449048,38.58349273459191,-10.794147511437597,38.14862142032637,-4.844132803252654,-319.76311973055743,596.3955619469654,-0.8154988384246827,-0.26672092437744144,1,True
late_checkpoint_128000,67,pi7_causal_upstream_000067,8165270e5cb6874af3719bb2b868a44701d656b41cd69b357b0344e86783a730,upstream,41b58bddf5dc9f9bd858accd217546a31f31d76b7dbd6cd7ad0a55a68ff5ab37,3.484809398651123,0.029901104047894478,0.5918897986412048,1.8726738691329956,0.20138734579086304,1.1305254697799683,-4.309174329209878,-4.572555813660615,-4.029641528236858,-6.210547151433201,275.6645497695037,-5.4718156620326015,36.98160846854882,-25.785927796184513,54.59115096025692,18.904442197957675,-766.2406739243785,747.1423175332422,-1.1666101455688478,-0.5450990581512452,1,True
late_checkpoint_128000,68,pi7_causal_upstream_000068,45df7ae9e12e676b39e4d28f674f5de5249ea7a1a545c7cd11e918d04c04e746,upstream,2e7f467a435461b14478572e4a49358b71b5b34d3e589aad6eaf6c1d6a7c6a76,3.564300537109375,0.03869853913784027,0.6451687216758728,2.000671863555908,0.2322719842195511,1.3497799634933472,-4.575963729440567,-2.7452258282321007,-4.506822025977961,-8.881773091009482,-87.80736151674233,-10.2462690098069,30.90741878681893,-48.73639476599203,90.95070336524141,58.18382704858904,-416.3114773093261,908.614710418487,-0.7225269508361817,-0.16969438791275027,1,True
late_checkpoint_128000,69,pi7_causal_upstream_000069,702286c9eef502b408a185a05e93704341df28b8774743f3084b4a71f19ddadd,upstream,e2e7b210979fef05b20f678976500908a13438b14f1e00337dc693c681af44f7,3.6038928031921387,0.04317741468548775,0.6679937243461609,1.9337965250015259,0.21862249076366425,0.9364250898361206,-4.775321489735078,-4.936717010801242,-4.5359282593681,-11.20027824344937,-89.88020098643614,-8.156879137980503,35.962469112302045,-55.577180974502056,106.9940595746035,-76.6092049008039,-320.1485882865563,696.6193536011446,-0.7200113391876222,-0.1869987225532532,1,True
late_checkpoint_128000,70,pi7_causal_upstream_000070,c74cc8433ef459ac41c22b9a22567825529a45e8298755c5125ee83d0e269ca5,upstream,95a482ed78edccd92ab667e581497b27c0799eb379a21fbbf5245f2c4dcf5d34,3.6424152851104736,0.04725828394293785,0.6812490224838257,1.8900105953216553,0.19547225534915924,0.4277607798576355,-5.025116438075663,-7.085639293972232,-4.514411400068198,-13.485086657619002,-83.11400385875724,-7.425172925028085,35.62408446534669,-60.62207480868936,118.88639563664701,-14.970811603994978,-244.33163068796048,502.97737078178676,-0.7282686710357666,-0.19575234413146975,1,True
late_checkpoint_128000,71,pi7_causal_downstream_000071,e81cc173bcdd45d42b9c7b6dfe62504a13e66206239a5fc322275fee6a76dd78,downstream,6d1809602fe584b1c66f54ec8241ec4e3d7af816136c85b11ae770f5cb016951,3.680349111557007,0.05084627494215965,0.684381365776062,1.8689905405044556,0.1711166650056839,-0.06379000097513199,-5.321884031683886,-9.138920421583236,-4.476547692935294,-15.546256749115845,-78.46003590171561,-7.103099196697542,34.789063103461366,-64.26440978738206,127.30549171327982,5.682915038049716,-184.3311235843098,349.6942381076039,-0.7339654636383057,-0.1988802528381348,1,True
late_checkpoint_128000,72,pi7_causal_downstream_000072,9361e6f1668a04481db6e2c5355b33d6be1dfa381717451510865648926dbf9a,downstream,e56328ffcf6f1ae98acfedac9f973d739383258366e8b9f6e651aaa61b22d6d2,3.755756139755249,0.05669495090842247,0.6640148758888245,1.8642734289169312,0.13238786160945892,-0.8706353306770325,-6.02892837809314,-13.05105477168057,-4.357244556672455,-18.35067265816784,-73.98434271220049,-7.477451192935363,25.862897197941386,-68.62885285569602,136.85453330506454,51.486044510731574,-105.75088318339112,153.3922654367413,-0.7394272708892823,-0.17022237062454226,1,True
late_checkpoint_128000,73,pi7_causal_downstream_000073,d1d7d4f085386703667143321446b3a052c864a2ca82b1e05e2fbb2f49025781,downstream,8ee87c9c9b5c5b7010a06e778000b56654189533ef230140649ca20f800d8610,3.7935822010040283,0.059009257704019547,0.641869843006134,1.872344732284546,0.11111468821763992,-1.2731339931488037,-6.409849689419803,-14.776109862030467,-4.317518146466776,-18.64084470731937,-58.147756819582206,-7.7389859664443215,23.92712937960598,-69.85386777390532,138.79225797259716,37.416206575247564,-82.74244839809772,58.20355946510121,-0.7587986087799073,-0.18137908458709717,1,True
